key,default_value
docs_21_digsig_sign_time,"2014-11-08T08:02:00Z"
docs_21_is_executable_image,"True"
docs_21_orig_mod_len,"12288"
docs_21_is_64bit,"True"
docs_21_digsig_publisher,"Microsoft Corporation"
docs_21_group_0,"Default Group"
docs_21_file_version,"6.3.9600.17415 (winblue_r4.141028-1500)"
docs_21_company_name,"Microsoft Corporation"
docs_21_internal_name,"logonui.exe"
docs_21_product_name,"Microsoft\u00ae Windows\u00ae Operating System"
docs_21_digsig_result_code,"0"
docs_21_timestamp,"2015-11-16T18:13:48.667Z"
docs_21_copied_mod_len,"12288"
docs_21_server_added_timestamp,"2015-11-16T18:13:48.667Z"
docs_21_md5,"607F178311565D71AF9638A6D19D729C"
docs_21_endpoint_0,"WIN-OTEMNUTBS23|7"
docs_21_legal_copyright,"\u00a9 Microsoft Corporation. All rights reserved."
docs_21_original_filename,"logonui.exe"
docs_21_cb_version,"510"
docs_21_os_type,"Windows"
docs_21_file_desc,"Windows Logon User Interface Host"
docs_21_last_seen,"2015-11-16T18:13:48.667Z"
docs_22_host_count,"1"
docs_22_digsig_result,"Signed"
docs_22_observed_filename_0,"c:\\windows\\system32\\wbem\\wmiprvse.exe"
docs_22_product_version,"6.3.9600.17415"
docs_22_signed,"Signed"
docs_22_digsig_sign_time,"2014-11-08T08:03:00Z"
docs_22_is_executable_image,"True"
docs_22_orig_mod_len,"514560"
docs_22_is_64bit,"True"
docs_22_digsig_publisher,"Microsoft Corporation"
docs_22_group_0,"Default Group"
docs_22_file_version,"6.3.9600.17415 (winblue_r4.141028-1500)"
docs_22_company_name,"Microsoft Corporation"
docs_22_internal_name,"Wmiprvse.exe"
docs_22_md5,"1DF2FC82B861BC9612657D1661E9AE33"
docs_22_product_name,"Microsoft\u00ae Windows\u00ae Operating System"
docs_22_digsig_result_code,"0"
docs_22_timestamp,"2015-11-16T18:13:48.665Z"
docs_22_copied_mod_len,"514560"
docs_22_server_added_timestamp,"2015-11-16T18:13:48.665Z"
docs_22_endpoint_0,"WIN-OTEMNUTBS23|7"
docs_22_legal_copyright,"\u00a9 Microsoft Corporation. All rights reserved."
docs_22_original_filename,"Wmiprvse.exe"
docs_22_cb_version,"510"
docs_22_os_type,"Windows"
docs_22_file_desc,"WMI Provider Host"
docs_22_last_seen,"2015-11-16T18:13:48.666Z"
docs_23_host_count,"1"
docs_23_digsig_result,"Unsigned"
docs_23_observed_filename_0,"c:\\program files\\amazon\\ec2configservice\\ec2config.exe"
docs_23_product_version,"3.10.442"
docs_23_signed,"Unsigned"
docs_23_orig_mod_len,"145408"
docs_23_is_executable_image,"True"
docs_23_is_64bit,"False"
docs_23_group_0,"Default Group"
docs_23_file_version,"3.10.442"
docs_23_company_name,"Amazon Web Services, Inc."
docs_23_internal_name,"Ec2Config.exe"
docs_23_product_name,"(unknown)"
docs_23_digsig_result_code,"2148204800"
docs_23_timestamp,"2015-11-16T18:13:48.657Z"
docs_23_copied_mod_len,"145408"
docs_23_server_added_timestamp,"2015-11-16T18:13:48.657Z"
docs_23_md5,"7C75A5AB04B66192DFE62731EA99349C"
docs_23_endpoint_0,"WIN-OTEMNUTBS23|7"
docs_23_legal_copyright,"Copyright (c) Amazon Web Services, Inc. 2015"
docs_23_original_filename,"Ec2Config.exe"
docs_23_cb_version,"510"
docs_23_os_type,"Windows"
docs_23_file_desc,"EC2ConfigService"
docs_23_last_seen,"2015-11-16T18:13:48.657Z"
docs_24_host_count,"1"
docs_24_digsig_result,"Signed"
docs_24_observed_filename_0,"c:\\windows\\system32\\spoolsv.exe"
docs_24_product_version,"6.3.9600.16384"
docs_24_signed,"Signed"
docs_24_digsig_sign_time,"2014-11-26T09:08:00Z"
docs_24_is_executable_image,"True"
docs_24_orig_mod_len,"827392"
docs_24_is_64bit,"True"
docs_24_digsig_publisher,"Microsoft Corporation"
docs_24_group_0,"Default Group"
docs_24_file_version,"6.3.9600.16384 (winblue_rtm.130821-1623)"
docs_24_company_name,"Microsoft Corporation"
docs_24_internal_name,"spoolsv.exe"
docs_24_md5,"2E3976C857D7230EC8D2B2276E688255"
docs_24_product_name,"Microsoft\u00ae Windows\u00ae Operating System"
docs_24_digsig_result_code,"0"
docs_24_timestamp,"2015-11-16T18:13:48.656Z"
docs_24_copied_mod_len,"827392"
docs_24_server_added_timestamp,"2015-11-16T18:13:48.656Z"
docs_24_endpoint_0,"WIN-OTEMNUTBS23|7"
docs_24_legal_copyright,"\u00a9 Microsoft Corporation. All rights reserved."
docs_24_original_filename,"spoolsv.exe.mui"
docs_24_cb_version,"510"
docs_24_os_type,"Windows"
docs_24_file_desc,"Spooler SubSystem App"
docs_24_last_seen,"2015-11-16T18:13:48.656Z"
docs_25_host_count,"1"
docs_25_digsig_result,"Signed"
docs_25_observed_filename_0,"c:\\program files\\amazon\\xentools\\liteagent.exe"
docs_25_product_version,"6.2.9200.20557"
docs_25_digsig_issuer,"VeriSign Class 3 Code Signing 2010 CA"
docs_25_signed,"Signed"
docs_25_digsig_sign_time,"2015-07-21T03:40:00Z"
docs_25_is_executable_image,"True"
docs_25_orig_mod_len,"173328"
docs_25_is_64bit,"True"
docs_25_digsig_subject,"Amazon Services LLC"
docs_25_digsig_publisher,"Amazon Services LLC"
docs_25_group_0,"Default Group"
docs_25_file_version,"1.0"
docs_25_company_name,"Windows (R) Win 7 DDK provider"
docs_25_internal_name,"w32xagent.exe"
docs_25_md5,"C66051D6566AD332B4181D0C25906353"
docs_25_product_name,"Windows (R) Win 7 DDK driver"
docs_25_digsig_result_code,"0"
docs_25_timestamp,"2015-11-16T18:13:48.656Z"
docs_25_copied_mod_len,"173328"
docs_25_server_added_timestamp,"2015-11-16T18:13:48.656Z"
docs_25_endpoint_0,"WIN-OTEMNUTBS23|7"
docs_25_legal_copyright,"\u00a9 Microsoft Corporation. All rights reserved."
docs_25_original_filename,"w32xagent.exe"
docs_25_cb_version,"510"
docs_25_os_type,"Windows"
docs_25_file_desc,"XenSource Windows guest agent"
docs_25_last_seen,"2015-11-16T18:13:48.656Z"
docs_26_host_count,"1"
docs_26_digsig_result,"Signed"
docs_26_observed_filename_0,"c:\\windows\\system32\\svchost.exe"
docs_26_product_version,"6.3.9600.17415"
docs_26_digsig_issuer,"Microsoft Windows Production PCA 2011"
docs_26_signed,"Signed"
docs_26_digsig_sign_time,"2014-11-08T07:54:00Z"
docs_26_is_executable_image,"True"
docs_26_orig_mod_len,"38792"
docs_26_is_64bit,"True"
docs_26_digsig_subject,"Microsoft Windows Publisher"
docs_26_digsig_publisher,"Microsoft Corporation"
docs_26_group_0,"Default Group"
docs_26_file_version,"6.3.9600.17415 (winblue_r4.141028-1500)"
docs_26_company_name,"Microsoft Corporation"
docs_26_internal_name,"svchost.exe"
docs_26_product_name,"Microsoft\u00ae Windows\u00ae Operating System"
docs_26_digsig_result_code,"0"
docs_26_timestamp,"2015-11-16T18:13:48.655Z"
docs_26_copied_mod_len,"38792"
docs_26_server_added_timestamp,"2015-11-16T18:13:48.655Z"
docs_26_digsig_prog_name,"Microsoft Windows"
docs_26_md5,"E3A2AD05E24105B35E986CF9CB38EC47"
docs_26_endpoint_0,"WIN-OTEMNUTBS23|7"
docs_26_legal_copyright,"\u00a9 Microsoft Corporation. All rights reserved."
docs_26_original_filename,"svchost.exe"
docs_26_cb_version,"510"
docs_26_os_type,"Windows"
docs_26_file_desc,"Host Process for Windows Services"
docs_26_last_seen,"2015-11-16T18:13:48.655Z"
docs_27_host_count,"1"
docs_27_digsig_result,"Signed"
docs_27_observed_filename_0,"c:\\windows\\system32\\dwm.exe"
docs_27_product_version,"6.3.9600.16384"
docs_27_signed,"Signed"
docs_27_digsig_sign_time,"2014-11-08T07:50:00Z"
docs_27_is_executable_image,"True"
docs_27_orig_mod_len,"113152"
docs_27_is_64bit,"True"
docs_27_digsig_publisher,"Microsoft Corporation"
docs_27_group_0,"Default Group"
docs_27_file_version,"6.3.9600.16384 (winblue_rtm.130821-1623)"
docs_27_company_name,"Microsoft Corporation"
docs_27_internal_name,"dwm.exe"
docs_27_product_name,"Microsoft\u00ae Windows\u00ae Operating System"
docs_27_digsig_result_code,"0"
docs_27_timestamp,"2015-11-16T18:13:48.655Z"
docs_27_copied_mod_len,"113152"
docs_27_server_added_timestamp,"2015-11-16T18:13:48.655Z"
docs_27_md5,"81FC187B779D59E4FD2F646BB03EBF03"
docs_27_endpoint_0,"WIN-OTEMNUTBS23|7"
docs_27_legal_copyright,"\u00a9 Microsoft Corporation. All rights reserved."
docs_27_original_filename,"dwm.exe.mui"
docs_27_cb_version,"510"
docs_27_os_type,"Windows"
docs_27_file_desc,"Desktop Window Manager"
docs_27_last_seen,"2015-11-16T18:13:48.655Z"
docs_28_host_count,"1"
docs_28_digsig_result,"Signed"
docs_28_observed_filename_0,"c:\\windows\\system32\\lsass.exe"
docs_28_product_version,"6.3.9600.17415"
docs_28_digsig_issuer,"Microsoft Windows Production PCA 2011"
docs_28_signed,"Signed"
docs_28_digsig_sign_time,"2014-11-08T07:50:00Z"
docs_28_is_executable_image,"True"
docs_28_orig_mod_len,"47024"
docs_28_is_64bit,"True"
docs_28_digsig_subject,"Microsoft Windows Publisher"
docs_28_digsig_publisher,"Microsoft Corporation"
docs_28_group_0,"Default Group"
docs_28_file_version,"6.3.9600.17415 (winblue_r4.141028-1500)"
docs_28_company_name,"Microsoft Corporation"
docs_28_internal_name,"lsass.exe"
docs_28_product_name,"Microsoft\u00ae Windows\u00ae Operating System"
docs_28_digsig_result_code,"0"
docs_28_timestamp,"2015-11-16T18:13:48.654Z"
docs_28_copied_mod_len,"47024"
docs_28_server_added_timestamp,"2015-11-16T18:13:48.654Z"
docs_28_digsig_prog_name,"Microsoft Windows"
docs_28_md5,"382100E75B6F4668AEAEF228C6CEFFAD"
docs_28_endpoint_0,"WIN-OTEMNUTBS23|7"
docs_28_legal_copyright,"\u00a9 Microsoft Corporation. All rights reserved."
docs_28_original_filename,"lsass.exe"
docs_28_cb_version,"510"
docs_28_os_type,"Windows"
docs_28_file_desc,"Local Security Authority Process"
docs_28_last_seen,"2015-11-16T18:13:48.654Z"
docs_29_host_count,"1"
docs_29_digsig_result,"Signed"
docs_29_observed_filename_0,"c:\\windows\\system32\\services.exe"
docs_29_product_version,"6.3.9600.16384"
docs_29_digsig_issuer,"Microsoft Windows Production PCA 2011"
docs_29_signed,"Signed"
docs_29_digsig_sign_time,"2015-04-13T22:18:00Z"
docs_29_is_executable_image,"True"
docs_29_orig_mod_len,"410128"
docs_29_is_64bit,"True"
docs_29_digsig_subject,"Microsoft Windows Publisher"
docs_29_digsig_publisher,"Microsoft Corporation"
docs_29_group_0,"Default Group"
docs_29_file_version,"6.3.9600.16384 (winblue_rtm.130821-1623)"
docs_29_company_name,"Microsoft Corporation"
docs_29_internal_name,"services.exe"
docs_29_product_name,"Microsoft\u00ae Windows\u00ae Operating System"
docs_29_digsig_result_code,"0"
docs_29_timestamp,"2015-11-16T18:13:48.653Z"
docs_29_copied_mod_len,"410128"
docs_29_server_added_timestamp,"2015-11-16T18:13:48.653Z"
docs_29_digsig_prog_name,"Microsoft Windows"
docs_29_md5,"E0C7813A97CA7947FF5C18A8F3B61A45"
docs_29_endpoint_0,"WIN-OTEMNUTBS23|7"
docs_29_legal_copyright,"\u00a9 Microsoft Corporation. All rights reserved."
docs_29_original_filename,"services.exe.mui"
docs_29_cb_version,"510"
docs_29_os_type,"Windows"
docs_29_file_desc,"Services and Controller app"
docs_29_last_seen,"2015-11-16T18:13:48.653Z"
docs_30_host_count,"1"
docs_30_digsig_result,"Signed"
docs_30_observed_filename_0,"c:\\windows\\system32\\wininit.exe"
docs_30_product_version,"6.3.9600.16384"
docs_30_signed,"Signed"
docs_30_digsig_sign_time,"2014-11-08T07:54:00Z"
docs_30_is_executable_image,"True"
docs_30_orig_mod_len,"145920"
docs_30_is_64bit,"True"
docs_30_digsig_publisher,"Microsoft Corporation"
docs_30_group_0,"Default Group"
docs_30_file_version,"6.3.9600.16384 (winblue_rtm.130821-1623)"
docs_30_company_name,"Microsoft Corporation"
docs_30_internal_name,"WinInit"
docs_30_product_name,"Microsoft\u00ae Windows\u00ae Operating System"
docs_30_digsig_result_code,"0"
docs_30_timestamp,"2015-11-16T18:13:48.651Z"
docs_30_copied_mod_len,"145920"
docs_30_server_added_timestamp,"2015-11-16T18:13:48.651Z"
docs_30_md5,"A570A64292214C43E0BA50E6A72A6380"
docs_30_endpoint_0,"WIN-OTEMNUTBS23|7"
docs_30_legal_copyright,"\u00a9 Microsoft Corporation. All rights reserved."
docs_30_original_filename,"WinInit.exe.mui"
docs_30_cb_version,"510"
docs_30_os_type,"Windows"
docs_30_file_desc,"Windows Start-Up Application"
docs_30_last_seen,"2015-11-16T18:13:48.651Z"
docs_31_host_count,"1"
docs_31_digsig_result,"Signed"
docs_31_observed_filename_0,"c:\\windows\\system32\\winlogon.exe"
docs_31_product_version,"6.3.9600.16384"
docs_31_signed,"Signed"
docs_31_digsig_sign_time,"2014-11-08T08:02:00Z"
docs_31_is_executable_image,"True"
docs_31_orig_mod_len,"572416"
docs_31_is_64bit,"True"
docs_31_digsig_publisher,"Microsoft Corporation"
docs_31_group_0,"Default Group"
docs_31_file_version,"6.3.9600.16384 (winblue_rtm.130821-1623)"
docs_31_company_name,"Microsoft Corporation"
docs_31_internal_name,"winlogon"
docs_31_md5,"EC498BAE1F0D3E0E401C963F8D76C437"
docs_31_product_name,"Microsoft\u00ae Windows\u00ae Operating System"
docs_31_digsig_result_code,"0"
docs_31_timestamp,"2015-11-16T18:13:48.651Z"
docs_31_copied_mod_len,"572416"
docs_31_server_added_timestamp,"2015-11-16T18:13:48.651Z"
docs_31_endpoint_0,"WIN-OTEMNUTBS23|7"
docs_31_legal_copyright,"\u00a9 Microsoft Corporation. All rights reserved."
docs_31_original_filename,"WINLOGON.EXE.MUI"
docs_31_cb_version,"510"
docs_31_os_type,"Windows"
docs_31_file_desc,"Windows Logon Application"
docs_31_last_seen,"2015-11-16T18:13:48.651Z"
docs_32_host_count,"1"
docs_32_digsig_result,"Signed"
docs_32_observed_filename_0,"c:\\windows\\system32\\smss.exe"
docs_32_product_version,"6.3.9600.17031"
docs_32_digsig_issuer,"Microsoft Windows Production PCA 2011"
docs_32_signed,"Signed"
docs_32_digsig_sign_time,"2014-02-23T22:38:00Z"
docs_32_is_executable_image,"True"
docs_32_orig_mod_len,"142576"
docs_32_is_64bit,"True"
docs_32_digsig_subject,"Microsoft Windows Publisher"
docs_32_digsig_publisher,"Microsoft Corporation"
docs_32_group_0,"Default Group"
docs_32_file_version,"6.3.9600.17031 (winblue_gdr.140221-1952)"
docs_32_company_name,"Microsoft Corporation"
docs_32_internal_name,"smss.exe"
docs_32_product_name,"Microsoft\u00ae Windows\u00ae Operating System"
docs_32_digsig_result_code,"0"
docs_32_timestamp,"2015-11-16T18:13:48.648Z"
docs_32_copied_mod_len,"142576"
docs_32_server_added_timestamp,"2015-11-16T18:13:48.648Z"
docs_32_digsig_prog_name,"Microsoft Windows"
docs_32_md5,"D8564418BAC13776E43DB5F6B4FA775E"
docs_32_endpoint_0,"WIN-OTEMNUTBS23|7"
docs_32_legal_copyright,"\u00a9 Microsoft Corporation. All rights reserved."
docs_32_original_filename,"smss.exe"
docs_32_cb_version,"510"
docs_32_os_type,"Windows"
docs_32_file_desc,"Windows Session Manager"
docs_32_last_seen,"2015-11-16T18:13:48.648Z"
docs_33_host_count,"1"
docs_33_digsig_result,"Signed"
docs_33_observed_filename_0,"c:\\windows\\system32\\ntoskrnl.exe"
docs_33_product_version,"6.3.9600.18066"
docs_33_digsig_issuer,"Microsoft Windows Production PCA 2011"
docs_33_signed,"Signed"
docs_33_digsig_sign_time,"2015-09-29T18:46:00Z"
docs_33_is_executable_image,"True"
docs_33_orig_mod_len,"7457624"
docs_33_is_64bit,"True"
docs_33_digsig_subject,"Microsoft Windows"
docs_33_digsig_publisher,"Microsoft Corporation"
docs_33_group_0,"Default Group"
docs_33_file_version,"6.3.9600.18066 (winblue_ltsb.150928-1002)"
docs_33_company_name,"Microsoft Corporation"
docs_33_internal_name,"ntkrnlmp.exe"
docs_33_product_name,"Microsoft\u00ae Windows\u00ae Operating System"
docs_33_digsig_result_code,"0"
docs_33_timestamp,"2015-11-16T18:13:48.646Z"
docs_33_copied_mod_len,"7457624"
docs_33_server_added_timestamp,"2015-11-16T18:13:48.646Z"
docs_33_digsig_prog_name,"Microsoft Windows"
docs_33_md5,"EDB8DE74E38F1B6E4A9B8B8000334DF7"
docs_33_endpoint_0,"WIN-OTEMNUTBS23|7"
docs_33_legal_copyright,"\u00a9 Microsoft Corporation. All rights reserved."
docs_33_original_filename,"ntkrnlmp.exe"
docs_33_cb_version,"510"
docs_33_os_type,"Windows"
docs_33_file_desc,"NT Kernel & System"
docs_33_last_seen,"2015-11-16T18:13:48.646Z"
event_timestamp,"1447698004.47"
watchlist_id,"4"
highlights,"[]"
cb_version,"5.1.0.150914.1400"
watchlist_name,"Newly Executed Applications"
